age,typeof_contact,city_tier,duration_of_pitch,occupation,gender,number_of_person_visiting,number_of_followups,product_pitched,preferred_property_star,number_of_trips,passport,pitch_satisfaction_score,designation,monthly_income,prod_taken,marital_status,car_ownership,children
100.0,Self Enquiry,1,540.0,Salaried,female,3.0,4.0,basic,5.0,3.0,0,1,executive,300000.0,0,Divorced,Car Ownership,1 Children
50.0,Self Enquiry,1,480.0,Large Business,female,3.0,4.0,standard,4.0,2.0,0,1,senior manager,384660.0,0,Unmarried,No Car Ownership,2 Children
44.0,Company Invited,1,1980.0,Salaried,male,3.0,4.0,deluxe,4.0,2.0,0,2,manager,363840.0,0,Unmarried,Car Ownership,1 Children
60.0,Self Enquiry,1,480.0,Small Business,male,3.0,4.0,standard,5.0,1.0,0,2,senior manager,358830.0,0,Married,Car Ownership,2 Children
39.0,Company Invited,1,960.0,Large Business,female,3.0,5.0,basic,4.0,3.0,0,2,executive,311865.0,0,Married,Car Ownership,1 Children
36.0,Self Enquiry,1,720.0,Small Business,female,3.0,4.0,standard,5.0,3.0,1,2,senior manager,526350.0,0,Married,Car Ownership,1 Children
21.0,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,basic,4.0,3.0,1,2,executive,300000.0,0,Single,No Car Ownership,1 Children
33.0,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,basic,4.0,3.0,1,2,executive,312975.0,0,Divorced,Car Ownership,1 Children
33.0,Self Enquiry,1,1620.0,Small Business,female,3.0,6.0,basic,4.0,5.0,0,1,executive,319185.0,1,Divorced,No Car Ownership,1 Children
34.0,Company Invited,2,,Small Business,female,1.0,3.0,deluxe,4.0,3.0,0,2,manager,300000.0,0,Single,Car Ownership,No Children
30.0,Company Invited,2,960.0,Small Business,female,1.0,3.0,basic,4.0,2.0,0,2,executive,257865.0,0,Single,Car Ownership,No Children
40.0,Self Enquiry,3,780.0,Small Business,female,2.0,3.0,standard,4.0,2.0,0,2,senior manager,378330.0,1,Married,No Car Ownership,1 Children
40.0,Company Invited,1,780.0,Small Business,female,2.0,3.0,basic,4.0,2.0,0,2,executive,359280.0,0,Married,Car Ownership,1 Children
28.0,Company Invited,1,,Small Business,female,2.0,2.0,basic,4.0,3.0,0,2,executive,293070.0,0,Married,Car Ownership,1 Children
120.0,Company Invited,1,780.0,Salaried,male,2.0,2.0,standard,4.0,1.0,0,1,senior manager,391515.0,0,Married,Car Ownership,1 Children
41.0,Self Enquiry,1,780.0,Small Business,male,2.0,1.0,super deluxe,4.0,2.0,0,2,avp,475530.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,3,540.0,Small Business,male,3.0,4.0,standard,4.0,2.0,0,2,senior manager,377910.0,0,Divorced,No Car Ownership,1 Children
30.0,Self Enquiry,3,840.0,Small Business,female,2.0,5.0,basic,4.0,2.0,0,4,executive,337185.0,0,Unmarried,Car Ownership,1 Children
43.0,Self Enquiry,2,1380.0,Small Business,male,4.0,4.0,deluxe,4.0,2.0,0,4,manager,400000.0,0,Divorced,Car Ownership,3 Children
35.0,Company Invited,2,300.0,Large Business,male,3.0,4.0,standard,4.0,2.0,0,3,senior manager,400000.0,0,Married,Car Ownership,2 Children
40.0,Self Enquiry,2,540.0,Small Business,female,3.0,4.0,standard,4.0,2.0,0,4,senior manager,360000.0,0,Divorced,Car Ownership,2 Children
43.0,Company Invited,2,600.0,Small Business,male,3.0,4.0,standard,4.0,2.0,0,3,senior manager,309930.0,0,Married,Car Ownership,2 Children
43.0,Self Enquiry,3,480.0,Small Business,male,3.0,4.0,basic,4.0,7.0,0,3,executive,427830.0,1,Unmarried,No Car Ownership,2 Children
30.0,Self Enquiry,2,480.0,Small Business,male,4.0,5.0,basic,5.0,3.0,0,4,executive,338460.0,0,Married,No Car Ownership,3 Children
48.0,Company Invited,2,600.0,Small Business,male,3.0,4.0,super deluxe,4.0,2.0,0,5,avp,459000.0,0,Divorced,Car Ownership,2 Children
37.0,Self Enquiry,3,480.0,Small Business,female,3.0,4.0,basic,4.0,5.0,0,3,executive,280065.0,1,Divorced,Car Ownership,2 Children
43.0,Self Enquiry,2,840.0,Small Business,male,4.0,4.0,super deluxe,4.0,7.0,0,4,avp,500000.0,0,Married,Car Ownership,3 Children
39.0,Self Enquiry,2,600.0,Salaried,female,4.0,4.0,deluxe,5.0,5.0,0,4,manager,356670.0,0,Unmarried,Car Ownership,3 Children
,Company Invited,3,1020.0,Large Business,male,3.0,500.0,basic,4.0,2.0,0,2,executive,251535.0,1,Single,Car Ownership,2 Children
53.0,Company Invited,2,840.0,Small Business,female,3.0,5.0,basic,4.0,1.0,0,1,executive,300000.0,0,Married,Car Ownership,2 Children
44.0,Self Enquiry,2,540.0,Small Business,male,3.0,5.0,deluxe,4.0,1.0,0,2,manager,312420.0,0,Unmarried,No Car Ownership,1 Children
37.0,Self Enquiry,3,480.0,Salaried,male,3.0,5.0,deluxe,4.0,4.0,0,2,manager,326070.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,2,960.0,Small Business,female,3.0,5.0,deluxe,5.0,3.0,0,2,manager,337785.0,0,Married,Car Ownership,1 Children
49.0,Self Enquiry,3,420.0,Small Business,female,3.0,5.0,standard,4.0,2.0,0,2,senior manager,370020.0,0,Divorced,Car Ownership,2 Children
35.0,Self Enquiry,2,720.0,Small Business,male,3.0,5.0,deluxe,4.0,5.0,0,2,manager,324105.0,0,Unmarried,Car Ownership,1 Children
49.0,Self Enquiry,1,420.0,Salaried,male,4.0,4.0,standard,4.0,2.0,0,2,senior manager,382560.0,0,Married,Car Ownership,1 Children
31.0,Self Enquiry,1,480.0,Small Business,male,4.0,5.0,basic,4.0,3.0,0,1,executive,305160.0,0,Divorced,Car Ownership,1 Children
37.0,Company Invited,1,480.0,Small Business,female,4.0,5.0,standard,5.0,7.0,0,1,senior manager,390000.0,0,Unmarried,Car Ownership,1 Children
39.0,Company Invited,2,540.0,Salaried,female,3.0,5.0,deluxe,5.0,7.0,1,2,manager,347760.0,0,Unmarried,Car Ownership,1 Children
39.0,Company Invited,1,1980.0,Small Business,male,3.0,5.0,deluxe,4.0,3.0,0,2,manager,325215.0,0,Married,Car Ownership,1 Children
37.0,Company Invited,1,540.0,Large Business,female,3.0,5.0,basic,4.0,5.0,0,2,executive,316665.0,0,Married,Car Ownership,2 Children
38.0,Company Invited,1,540.0,Small Business,male,3.0,5.0,deluxe,4.0,2.0,0,2,manager,342435.0,0,Married,Car Ownership,1 Children
26.0,Self Enquiry,1,,Large Business,male,3.0,5.0,deluxe,4.0,3.0,0,3,manager,308235.0,0,Single,Car Ownership,2 Children
39.0,Self Enquiry,1,720.0,Large Business,male,3.0,4.0,basic,4.0,2.0,0,3,executive,400000.0,0,Married,Car Ownership,2 Children
38.0,Self Enquiry,1,960.0,Large Business,female,3.0,4.0,standard,4.0,2.0,0,3,senior manager,469485.0,0,Divorced,Car Ownership,2 Children
49.0,Company Invited,1,480.0,Large Business,male,3.0,4.0,standard,4.0,5.0,0,3,senior manager,422160.0,0,Divorced,Car Ownership,2 Children
70.0,Self Enquiry,1,780.0,Small Business,male,3.0,4.0,basic,4.0,2.0,0,4,executive,300000.0,0,Married,Car Ownership,2 Children
47.0,Company Invited,1,300.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,5,senior manager,404625.0,0,Married,Car Ownership,2 Children
32.0,Company Invited,1,540.0,Small Business,female,1.0,3.0,basic,4.0,2.0,0,4,executive,252375.0,0,Divorced,Car Ownership,No Children
39.0,Company Invited,1,960.0,Small Business,male,1.0,1.0,basic,4.0,2.0,0,4,executive,263340.0,0,Married,No Car Ownership,No Children
40.0,Company Invited,1,,Small Business,female,2.0,3.0,deluxe,4.0,5.0,0,4,manager,303720.0,0,Single,No Car Ownership,1 Children
80.0,Company Invited,3,840.0,Salaried,female,2.0,3.0,standard,4.0,1.0,0,2,senior manager,377490.0,1,Unmarried,No Car Ownership,1 Children
39.0,Self Enquiry,2,1500.0,Small Business,male,2.0,3.0,deluxe,5.0,1.0,0,2,manager,366075.0,0,Unmarried,Car Ownership,1 Children
57.0,Self Enquiry,2,720.0,Salaried,male,2.0,3.0,super deluxe,4.0,2.0,0,1,avp,562845.0,0,Divorced,Car Ownership,1 Children
42.0,Company Invited,3,480.0,Salaried,male,2.0,3.0,standard,4.0,4.0,0,1,senior manager,366045.0,0,Married,Car Ownership,No Children
26.0,Self Enquiry,2,480.0,Small Business,male,2.0,3.0,basic,4.0,1.0,0,2,executive,260535.0,1,Single,Car Ownership,No Children
28.0,Company Invited,3,1440.0,Small Business,female,2.0,3.0,deluxe,4.0,2.0,0,2,manager,300000.0,1,Married,Car Ownership,No Children
33.0,Self Enquiry,2,840.0,Small Business,female,2.0,3.0,standard,4.0,2.0,0,2,senior manager,346095.0,0,Unmarried,Car Ownership,1 Children
37.0,Self Enquiry,2,600.0,Salaried,female,2.0,4.0,standard,4.0,2.0,0,1,senior manager,339375.0,0,Unmarried,Car Ownership,1 Children
53.0,Self Enquiry,3,600.0,Small Business,male,2.0,3.0,deluxe,4.0,1.0,0,2,manager,260000.0,0,Single,Car Ownership,1 Children
35.0,Self Enquiry,3,420.0,Salaried,male,2.0,3.0,basic,4.0,1.0,0,1,executive,264075.0,0,Divorced,Car Ownership,No Children
36.0,Self Enquiry,3,540.0,Salaried,female,2.0,3.0,basic,4.0,5.0,0,2,executive,257190.0,0,Married,Car Ownership,No Children
30.0,Company Invited,3,960.0,Salaried,male,2.0,3.0,basic,4.0,2.0,0,1,executive,263010.0,1,Divorced,Car Ownership,No Children
30.0,Company Invited,2,720.0,Large Business,male,2.0,3.0,standard,4.0,2.0,0,2,senior manager,355215.0,0,Unmarried,Car Ownership,No Children
37.0,Company Invited,2,840.0,Small Business,female,2.0,3.0,deluxe,4.0,1.0,0,2,manager,326460.0,0,Married,Car Ownership,No Children
52.0,Company Invited,2,840.0,Large Business,female,2.0,3.0,standard,4.0,2.0,0,1,senior manager,371100.0,0,Unmarried,Car Ownership,No Children
44.0,Company Invited,2,360.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,2,senior manager,400000.0,0,Divorced,Car Ownership,No Children
38.0,Company Invited,2,,Large Business,male,2.0,3.0,deluxe,4.0,3.0,0,2,manager,299445.0,0,Single,No Car Ownership,1 Children
25.0,Self Enquiry,2,1020.0,Salaried,male,2.0,3.0,basic,4.0,3.0,0,2,executive,300000.0,1,Single,No Car Ownership,No Children
44.0,Self Enquiry,3,780.0,Small Business,female,2.0,3.0,super deluxe,4.0,7.0,0,1,avp,427440.0,0,Divorced,Car Ownership,No Children
38.0,Self Enquiry,3,780.0,Small Business,female,2.0,3.0,standard,5.0,6.0,0,2,senior manager,361545.0,0,Unmarried,Car Ownership,1 Children
53.0,Self Enquiry,2,1380.0,Small Business,male,2.0,3.0,standard,5.0,5.0,0,2,senior manager,270675.0,0,Single,Car Ownership,1 Children
50.0,Company Invited,2,960.0,Small Business,male,2.0,3.0,standard,4.0,2.0,0,2,senior manager,379725.0,1,Divorced,Car Ownership,1 Children
,Company Invited,3,960.0,Small Business,male,2.0,3.0,deluxe,5.0,1.0,0,2,manager,375900.0,1,Married,No Car Ownership,1 Children
39.0,Company Invited,2,1860.0,Small Business,female,2.0,2.0,deluxe,3.0,2.0,0,4,manager,342750.0,0,Unmarried,Car Ownership,1 Children
50.0,Company Invited,1,780.0,Small Business,female,2.0,3.0,super deluxe,4.0,1.0,0,1,avp,408945.0,0,Single,Car Ownership,No Children
50.0,Company Invited,1,600.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,1,senior manager,380535.0,0,Unmarried,Car Ownership,No Children
43.0,Self Enquiry,1,840.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,1,senior manager,420615.0,0,Unmarried,Car Ownership,1 Children
49.0,Self Enquiry,1,840.0,Salaried,male,2.0,3.0,standard,4.0,1.0,0,1,senior manager,490000.0,0,Unmarried,Car Ownership,1 Children
51.0,Self Enquiry,1,2160.0,Small Business,male,2.0,3.0,super deluxe,4.0,3.0,0,2,avp,472110.0,0,Divorced,Car Ownership,1 Children
50.0,Company Invited,1,540.0,Large Business,male,2.0,3.0,basic,4.0,5.0,0,2,executive,263415.0,0,Single,Car Ownership,No Children
49.0,Company Invited,1,1260.0,Large Business,female,2.0,4.0,standard,4.0,7.0,0,1,senior manager,368730.0,0,Unmarried,Car Ownership,1 Children
36.0,Company Invited,1,,Small Business,female,2.0,3.0,deluxe,4.0,5.0,0,2,manager,273240.0,0,Divorced,Car Ownership,No Children
25.0,Self Enquiry,1,900.0,Small Business,female,2.0,3.0,basic,4.0,1.0,0,2,executive,240000.0,0,Single,Car Ownership,No Children
39.0,Self Enquiry,1,540.0,Salaried,female,2.0,3.0,king,4.0,4.0,0,1,senior manager,466320.0,0,Married,No Car Ownership,1 Children
51.0,Company Invited,1,960.0,Salaried,male,2.0,3.0,super deluxe,4.0,2.0,0,2,avp,453600.0,1,Single,Car Ownership,1 Children
46.0,Company Invited,1,840.0,Small Business,male,2.0,3.0,basic,4.0,6.0,0,1,executive,300000.0,0,Divorced,Car Ownership,No Children
48.0,Self Enquiry,1,1380.0,Small Business,female,2.0,3.0,deluxe,4.0,1.0,0,2,manager,317460.0,0,Married,Car Ownership,1 Children
35.0,Company Invited,1,540.0,Small Business,male,2.0,3.0,basic,4.0,3.0,0,2,executive,254625.0,0,Divorced,Car Ownership,No Children
35.0,Self Enquiry,1,780.0,Salaried,male,2.0,3.0,super deluxe,5.0,4.0,0,2,avp,530595.0,0,Divorced,Car Ownership,1 Children
48.0,Self Enquiry,1,720.0,Salaried,female,2.0,3.0,standard,4.0,2.0,0,1,senior manager,368835.0,0,Married,Car Ownership,No Children
45.0,Self Enquiry,1,660.0,Small Business,male,2.0,4.0,standard,5.0,5.0,0,2,senior manager,526965.0,0,Unmarried,Car Ownership,1 Children
,Self Enquiry,1,600.0,Large Business,female,2.0,3.0,basic,5.0,2.0,0,2,executive,284565.0,0,Divorced,Car Ownership,No Children
45.0,Company Invited,1,540.0,Large Business,male,2.0,4.0,basic,4.0,6.0,0,2,executive,268155.0,0,Divorced,Car Ownership,1 Children
70.0,Self Enquiry,3,1500.0,Salaried,male,2.0,3.0,deluxe,4.0,7.0,0,4,manager,327600.0,0,Unmarried,Car Ownership,1 Children
44.0,Self Enquiry,1,540.0,Small Business,male,4.0,5.0,basic,4.0,7.0,0,2,executive,360315.0,0,Married,Car Ownership,1 Children
48.0,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,standard,4.0,2.0,0,3,senior manager,413265.0,0,Unmarried,Car Ownership,1 Children
36.0,Self Enquiry,2,780.0,Small Business,male,3.0,4.0,deluxe,4.0,3.0,0,3,manager,355410.0,1,Married,Car Ownership,1 Children
41.0,Self Enquiry,2,420.0,Small Business,female,3.0,4.0,deluxe,4.0,7.0,0,4,manager,359550.0,0,Married,Car Ownership,1 Children
26.0,Self Enquiry,3,420.0,Large Business,female,3.0,4.0,standard,4.0,2.0,0,3,senior manager,393690.0,0,Unmarried,Car Ownership,1 Children
100.0,Self Enquiry,2,1020.0,Salaried,male,3.0,4.0,basic,4.0,7.0,0,3,executive,333285.0,0,Divorced,Car Ownership,1 Children
45.0,Company Invited,2,900.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,4,senior manager,339180.0,0,Divorced,Car Ownership,No Children
48.0,Self Enquiry,3,720.0,Salaried,male,3.0,4.0,deluxe,4.0,5.0,0,4,executive,251985.0,0,Divorced,Car Ownership,No Children
51.0,Company Invited,1,420.0,Salaried,female,2.0,3.0,standard,4.0,1.0,1,1,senior manager,300000.0,0,Married,Car Ownership,1 Children
50.0,Company Invited,1,480.0,Salaried,female,2.0,3.0,standard,4.0,2.0,1,2,senior manager,448635.0,0,Unmarried,Car Ownership,1 Children
33.0,Self Enquiry,1,660.0,Small Business,female,2.0,3.0,basic,4.0,2.0,1,2,executive,259785.0,1,Single,No Car Ownership,No Children
40.0,Self Enquiry,1,1860.0,Small Business,male,4.0,4.0,deluxe,5.0,5.0,0,4,manager,330000.0,0,Divorced,Car Ownership,3 Children
27.0,Company Invited,1,540.0,Small Business,male,4.0,5.0,basic,4.0,2.0,0,4,executive,327330.0,0,Unmarried,Car Ownership,3 Children
,Self Enquiry,1,480.0,Small Business,male,2.0,3.0,basic,5.0,6.0,0,4,executive,300000.0,0,Married,Car Ownership,1 Children
47.0,Self Enquiry,1,1920.0,Small Business,female,2.0,1.0,super deluxe,4.0,4.0,0,4,avp,450705.0,0,Single,Car Ownership,1 Children
51.0,Self Enquiry,1,840.0,Small Business,female,3.0,1.0,super deluxe,5.0,3.0,0,3,avp,500000.0,0,Single,Car Ownership,2 Children
48.0,Self Enquiry,2,1020.0,Small Business,female,3.0,4.0,deluxe,4.0,2.0,1,3,manager,316260.0,0,Divorced,Car Ownership,1 Children
31.0,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,standard,4.0,1.0,1,4,senior manager,413985.0,0,Married,Car Ownership,1 Children
30.0,Company Invited,1,,Small Business,female,3.0,5.0,basic,4.0,3.0,0,4,executive,307845.0,0,Single,Car Ownership,No Children
,Company Invited,1,1080.0,Small Business,female,3.0,5.0,basic,4.0,1.0,0,4,executive,,0,Married,Car Ownership,1 Children
23.0,Self Enquiry,1,1560.0,Small Business,female,3.0,4.0,basic,4.0,2.0,0,4,executive,258210.0,0,Divorced,Car Ownership,No Children
42.0,Self Enquiry,1,720.0,Small Business,female,4.0,4.0,standard,4.0,2.0,0,1,senior manager,400000.0,0,Unmarried,Car Ownership,2 Children
37.0,Self Enquiry,1,660.0,Large Business,female,3.0,4.0,basic,4.0,5.0,0,4,executive,260010.0,0,Divorced,Car Ownership,1 Children
52.0,Self Enquiry,1,600.0,Large Business,male,3.0,4.0,standard,4.0,6.0,0,3,senior manager,362580.0,0,Unmarried,Car Ownership,1 Children
55.0,Self Enquiry,2,660.0,Small Business,female,4.0,4.0,standard,4.0,2.0,0,1,senior manager,395520.0,0,Married,Car Ownership,3 Children
39.0,Self Enquiry,1,,Salaried,male,3.0,4.0,deluxe,4.0,3.0,0,3,manager,346470.0,0,Divorced,Car Ownership,1 Children
58.0,Self Enquiry,2,780.0,Small Business,female,4.0,4.0,standard,5.0,5.0,0,4,senior manager,479685.0,0,Married,Car Ownership,3 Children
37.0,Self Enquiry,2,660.0,Small Business,male,3.0,5.0,standard,4.0,2.0,0,5,senior manager,444075.0,0,Married,Car Ownership,2 Children
51.0,Self Enquiry,2,780.0,Small Business,female,3.0,5.0,deluxe,4.0,3.0,0,4,manager,350000.0,0,Unmarried,Car Ownership,1 Children
58.0,Company Invited,1,1860.0,Small Business,female,3.0,5.0,basic,4.0,6.0,0,3,executive,306045.0,0,Divorced,Car Ownership,1 Children
21.0,Company Invited,2,1920.0,Large Business,male,4.0,5.0,deluxe,4.0,3.0,0,1,manager,331500.0,0,Unmarried,Car Ownership,1 Children
40.0,Company Invited,1,540.0,Salaried,male,3.0,5.0,deluxe,4.0,4.0,0,3,manager,380000.0,0,Married,No Car Ownership,1 Children
53.0,Self Enquiry,1,2040.0,Small Business,female,3.0,5.0,deluxe,4.0,7.0,0,4,manager,314265.0,0,Married,No Car Ownership,2 Children
36.0,Self Enquiry,1,600.0,Large Business,male,3.0,5.0,basic,4.0,3.0,0,4,executive,320000.0,0,Married,Car Ownership,2 Children
24.0,Self Enquiry,1,660.0,Large Business,male,3.0,5.0,basic,4.0,3.0,0,3,executive,326235.0,0,Single,Car Ownership,2 Children
40.0,Self Enquiry,1,360.0,Salaried,male,4.0,5.0,standard,4.0,4.0,0,2,vp,423915.0,0,Married,Car Ownership,3 Children
41.0,Self Enquiry,2,1680.0,Small Business,female,4.0,4.0,basic,4.0,3.0,0,3,executive,262755.0,0,Married,Car Ownership,No Children
50.0,Self Enquiry,1,480.0,Salaried,male,4.0,5.0,standard,4.0,2.0,0,2,senior manager,303825.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,2,1440.0,Large Business,female,3.0,5.0,basic,4.0,5.0,0,4,executive,307455.0,0,Divorced,Car Ownership,2 Children
23.0,Self Enquiry,2,1560.0,Small Business,male,3.0,4.0,basic,4.0,3.0,0,3,executive,400000.0,1,Unmarried,No Car Ownership,1 Children
40.0,Self Enquiry,2,540.0,Large Business,male,3.0,4.0,basic,4.0,7.0,0,3,executive,362100.0,0,Divorced,Car Ownership,2 Children
50.0,Self Enquiry,2,1500.0,Small Business,female,3.0,4.0,standard,5.0,2.0,0,3,senior manager,357570.0,0,Married,Car Ownership,1 Children
44.0,Self Enquiry,3,720.0,Large Business,male,3.0,4.0,standard,4.0,2.0,0,4,senior manager,361650.0,0,Married,No Car Ownership,2 Children
33.0,Company Invited,2,2040.0,Salaried,male,3.0,4.0,deluxe,4.0,2.0,0,4,manager,356925.0,0,Unmarried,Car Ownership,1 Children
48.0,Self Enquiry,2,900.0,Small Business,male,3.0,4.0,basic,5.0,3.0,1,3,executive,385965.0,1,Married,Car Ownership,1 Children
38.0,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,basic,5.0,7.0,0,4,executive,272070.0,1,Divorced,Car Ownership,2 Children
20.0,Self Enquiry,1,600.0,Small Business,male,3.0,4.0,basic,4.0,2.0,0,4,executive,266655.0,1,Divorced,Car Ownership,1 Children
50.0,Company Invited,1,780.0,Small Business,female,3.0,4.0,standard,4.0,2.0,0,5,senior manager,395070.0,0,Married,Car Ownership,1 Children
48.0,Self Enquiry,1,420.0,Large Business,male,3.0,4.0,basic,5.0,3.0,0,3,executive,388830.0,0,Married,Car Ownership,1 Children
47.0,Self Enquiry,1,660.0,Small Business,female,3.0,4.0,standard,5.0,2.0,0,5,senior manager,362745.0,0,Married,Car Ownership,2 Children
33.0,Self Enquiry,1,360.0,Small Business,male,3.0,4.0,basic,4.0,2.0,0,3,senior manager,412140.0,0,Married,Car Ownership,1 Children
52.0,Company Invited,1,480.0,Small Business,male,3.0,4.0,standard,4.0,2.0,0,4,senior manager,342795.0,0,Married,Car Ownership,2 Children
29.0,Self Enquiry,1,540.0,Large Business,female,3.0,4.0,basic,4.0,3.0,0,3,executive,336735.0,0,Divorced,No Car Ownership,2 Children
43.0,Company Invited,1,660.0,Large Business,male,3.0,400.0,basic,4.0,3.0,0,3,executive,553965.0,0,Single,Car Ownership,2 Children
40.0,Company Invited,1,420.0,Salaried,male,3.0,4.0,basic,5.0,3.0,0,4,executive,464145.0,0,Married,Car Ownership,1 Children
36.0,Self Enquiry,1,1320.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,4,senior manager,430860.0,1,Unmarried,No Car Ownership,1 Children
40.0,Self Enquiry,1,960.0,Salaried,female,3.0,4.0,deluxe,4.0,7.0,0,4,manager,369750.0,0,Unmarried,Car Ownership,2 Children
45.0,Self Enquiry,1,420.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,5,senior manager,357780.0,0,Married,Car Ownership,2 Children
43.0,Self Enquiry,1,600.0,Large Business,male,3.0,4.0,standard,4.0,2.0,1,3,senior manager,349770.0,0,Married,Car Ownership,1 Children
49.0,Self Enquiry,1,900.0,Salaried,male,3.0,5.0,king,4.0,2.0,0,3,avp,530115.0,0,Single,Car Ownership,unknown
34.0,Self Enquiry,3,540.0,Small Business,female,2.0,3.0,basic,5.0,3.0,0,4,executive,400000.0,0,Divorced,Car Ownership,1 Children
29.0,Self Enquiry,2,780.0,Small Business,male,2.0,3.0,standard,4.0,2.0,0,4,senior manager,339180.0,0,Married,Car Ownership,1 Children
34.0,Self Enquiry,2,960.0,Small Business,male,2.0,3.0,basic,4.0,1.0,0,4,executive,277290.0,0,Married,Car Ownership,No Children
40.0,Self Enquiry,3,780.0,Small Business,male,2.0,3.0,standard,4.0,2.0,0,4,senior manager,352350.0,0,Married,Car Ownership,No Children
20.0,Company Invited,3,960.0,Small Business,female,2.0,3.0,standard,4.0,2.0,0,3,senior manager,341730.0,0,Married,Car Ownership,No Children
46.0,Self Enquiry,2,1020.0,Small Business,female,2.0,3.0,super deluxe,4.0,6.0,0,4,avp,467940.0,0,Married,Car Ownership,1 Children
27.0,Self Enquiry,2,600.0,Small Business,female,2.0,3.0,basic,4.0,2.0,0,3,executive,256995.0,1,Divorced,Car Ownership,No Children
,Company Invited,2,960.0,Small Business,male,2.0,3.0,basic,4.0,2.0,0,4,executive,270435.0,1,Single,Car Ownership,No Children
